tweet_id,text,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,display_text_range,favorite_count,lang,retweet_count,day_of_week,month,day,hr,year
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,goldenretriever,0.949562,True,labradorretriever,0.045947900000000014,True,kuvasz,0.00247094,True,111,37914,en,6949,Fri,Jul,07,0,2017
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labradorretriever,0.85005,True,chesapeakebayretriever,0.074257,True,flat-coatedretriever,0.015579399999999997,True,114,28903,en,5134,Thu,Jul,06,0,2017
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,136,28382,en,6342,Wed,Jul,05,15,2017
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,goldenretriever,0.762211,True,labradorretriever,0.0989849,True,cockerspaniel,0.0171995,True,114,45880,en,12118,Tue,Jul,04,16,2017
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,True,afghanhound,0.25000300000000003,True,goldenretriever,0.16073900000000002,True,115,51522,en,11099,Mon,Jul,03,0,2017
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,pembroke,0.791416,True,norwichterrier,0.0613929,True,chihuahua,0.0337257,True,137,21734,en,3989,Fri,Jun,30,19,2017
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,goldenretriever,0.913255,True,labradorretriever,0.0263286,True,cockerspaniel,0.00937082,True,114,29075,en,6546,Thu,Jun,29,16,2017
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniaturepinscher,0.120298,True,rhodesianridgeback,0.106395,True,beagle,0.106073,True,129,28150,en,4533,Wed,Jun,28,16,2017
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cockerspaniel,0.00948502,True,91,22667,en,3642,Wed,Jun,28,0,2017
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,englishspringer,0.383404,True,bostonbull,0.134967,True,cardigan,0.110481,True,82,107956,en,45849,Mon,Jun,26,19,2017
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniaturepinscher,0.00943065,True,americanstaffordshireterrier,0.0087113,True,94,19317,en,2812,Sun,Jun,25,16,2017
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italiangreyhound,0.734684,True,whippet,0.15048699999999998,True,ibizanhound,0.0397246,True,126,19763,en,4319,Sun,Jun,25,0,2017
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,appenzeller,0.12850699999999998,True,140,7913,en,1349,Fri,Jun,23,16,2017
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,frenchbulldog,0.839097,True,bostonbull,0.07879939999999999,True,toyterrier,0.0152434,True,115,42876,en,7181,Fri,Jun,23,1,2017
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeakebayretriever,0.8379559999999999,True,labradorretriever,0.0620342,True,weimaraner,0.0405991,True,93,71144,en,17300,Thu,Jun,22,3,2017
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki,0.5099670000000001,True,italiangreyhound,0.0904973,True,goldenretriever,0.0794058,True,137,27907,en,5414,Wed,Jun,21,0,2017
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,128,27755,en,5880,Tue,Jun,20,16,2017
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,tibetanmastiff,0.08893480000000001,True,125,21125,en,3506,Mon,Jun,19,16,2017
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,goldenretriever,0.874566,True,irishterrier,0.0373542,True,chow,0.016723599999999998,True,127,19163,en,2511,Sun,Jun,18,16,2017
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernesemountaindog,0.534327,True,saintbernard,0.346312,True,greaterswissmountaindog,0.0949327,True,140,28490,en,4903,Sat,Jun,17,16,2017
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labradorretriever,0.799551,True,chesapeakebayretriever,0.179975,True,vizsla,0.0046176,True,125,25773,en,4497,Fri,Jun,16,16,2017
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,westhighlandwhiteterrier,0.7143189999999999,True,siberianhusky,0.0919133,True,greatpyrenees,0.0460382,True,115,26022,en,4922,Wed,Jun,14,16,2017
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labradorretriever,0.836052,True,staffordshirebullterrier,0.0470691,True,beagle,0.0360071,True,92,28439,en,4875,Tue,Jun,13,17,2017
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cockerspaniel,0.437216,True,miniaturepoodle,0.277191,True,toypoodle,0.157402,True,114,26651,en,4308,Mon,Jun,12,16,2017
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coatedretriever,0.8321770000000001,True,black-and-tancoonhound,0.040436900000000005,True,newfoundland,0.0282283,True,129,23134,en,4125,Mon,Jun,12,0,2017
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True,139,35501,en,11007,Sun,Jun,11,21,2017
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,None,None,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,newfoundland,0.678537,True,tibetanmastiff,0.244022,True,chow,0.0485295,True,135,24837,en,4143,Sat,Jun,10,16,2017
873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeakebayretriever,0.0126763,True,140,7467,en,1667,Fri,Jun,09,16,2017
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,None,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,labradorretriever,0.476913,True,chesapeakebayretriever,0.174145,True,germanshort-hairedpointer,0.0928614,True,132,28031,en,5669,Fri,Jun,09,0,2017
872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,None,None,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,frenchbulldog,0.00055192,True,bullmastiff,7.28904e-05,True,140,15029,en,3884,Thu,Jun,08,14,2017
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cockerspaniel,0.513191,True,sussexspaniel,0.159088,True,standardpoodle,0.149509,True,116,21309,en,3911,Thu,Jun,08,1,2017
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,None,None,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,pembroke,0.931861,True,cardigan,0.0377212,True,chihuahua,0.0119667,True,133,41606,en,9429,Wed,Jun,07,16,2017
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,labradorretriever,0.972019,True,flat-coatedretriever,0.00817828,True,chesapeakebayretriever,0.00735927,True,138,35085,en,6649,Wed,Jun,07,1,2017
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,None,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,shetlandsheepdog,0.969171,True,collie,0.0182607,True,pomeranian,0.00851534,True,136,39090,en,11918,Tue,Jun,06,0,2017
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,labradorretriever,0.921393,True,goldenretriever,0.064608,True,bloodhound,0.00338337,True,134,20787,en,3678,Mon,Jun,05,16,2017
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,None,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,pembroke,0.945495,True,cardigan,0.0458755,True,beagle,0.00432943,True,138,12819,en,2817,Fri,Jun,02,15,2017
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,goldenretriever,0.841001,True,greatpyrenees,0.0992784,True,labradorretriever,0.0326213,True,139,85011,en,27680,Thu,Jun,01,20,2017
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,None,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,greaterswissmountaindog,0.6227520000000001,True,appenzeller,0.15846300000000002,True,entlebucher,0.148115,True,125,22453,en,4384,Thu,Jun,01,16,2017
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True,110,43710,en,10663,Wed,May,31,4,2017
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,None,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,pembroke,0.993449,True,cardigan,0.00632508,True,chihuahua,0.000177598,True,139,29116,en,6728,Tue,May,30,23,2017
869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,None,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True,127,21112,en,4023,Mon,May,29,16,2017
868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,10,None,None,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,labradorretriever,0.868107,True,greatpyrenees,0.060973,True,saintbernard,0.0334889,True,102,28295,en,6275,Sun,May,28,0,2017
